,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
蓝碧源艺术纸价格表,,,,,,,,伯爵是按合作协议价11000/吨的，曼雅高感8800/吨，欧纯棉纸按市场价格7折，其他产品按市场价格75折执行，,,,,,,,,,,
产品系列,产品名称,平台编码,克重,颜色,规格,,"2026年
市场张价",,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-R39S01,120,丝绒红,787,1092,5.7,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-R39S01,190,丝绒红,787,1092,9,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-R39S01,330,丝绒红,787,1092,15.6,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-090-W29S01,90,馥芮白,787,1092,3.5,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-120-W29S01,120,馥芮白,787,1092,4.6,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-190-W29S01,190,馥芮白,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒咖啡纸,A4414-330-W29S01,330,馥芮白,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-W38S01,120,陶瓷白,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-W38S01,180,陶瓷白,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-W38S01,250,陶瓷白,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-W38S01,360,陶瓷白,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-Y34S01,120,云母白,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-Y34S01,180,云母白,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-Y34S01,250,云母白,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-Y34S01,360,云母白,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-Y32S01,120,卡其黄,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-Y32S01,180,卡其黄,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-Y32S01,250,卡其黄,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-Y32S01,360,卡其黄,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-H66S01,120,大象灰,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-H66S01,180,大象灰,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-H66S01,250,大象灰,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-H66S01,360,大象灰,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-G39S01,120,牛油果绿,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-G39S01,180,牛油果绿,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-G39S01,250,牛油果绿,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-G39S01,360,牛油果绿,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-B28S01,120,雾霾蓝,787,1092,3.9,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-B28S01,180,雾霾蓝,787,1092,5.8,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-B28S01,250,雾霾蓝,787,1092,8.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-B28S01,360,雾霾蓝,787,1092,11.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-C56S01,120,榛果棕,787,1092,4.4,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-C56S01,180,榛果棕,787,1092,6.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-C56S01,250,榛果棕,787,1092,9.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-C56S01,360,榛果棕,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-B25S01,120,日暮蓝,787,1092,4.4,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-B25S01,180,日暮蓝,787,1092,6.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-B25S01,250,日暮蓝,787,1092,9.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-B25S01,360,日暮蓝,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-Y33S01,120,宫墙红,787,1092,4.4,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-Y33S01,180,宫墙红,787,1092,6.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-Y33S01,250,宫墙红,787,1092,9.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-Y33S01,360,宫墙红,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-120-K17S01,120,岩板黑,787,1092,4.4,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-180-K17S01,180,岩板黑,787,1092,6.6,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-250-K17S01,250,岩板黑,787,1092,9.1,,,,,,,,,,,
博苒系列,博苒绒咔,A4415-360-K17S01,360,岩板黑,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F56-101,120,原生白,787,1092,4,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F56-101,220,原生白,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F56-101,330,原生白,787,1092,11,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F61-101,120,沙丘黄,787,1092,4,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F61-101,220,沙丘黄,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F61-101,330,沙丘黄,787,1092,11,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F57-101,120,静谧灰,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F57-101,220,静谧灰,787,1092,7.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F57-101,330,静谧灰,787,1092,11.7,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F62-101,120,珊瑚粉,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F62-101,220,珊瑚粉,787,1092,7.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F62-101,330,珊瑚粉,787,1092,11.7,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F59-101,120,椰壳棕,787,1092,4.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F59-101,220,椰壳棕,787,1092,8.7,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F59-101,330,椰壳棕,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F65-101,120,深海蓝,787,1092,4.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F65-101,220,深海蓝,787,1092,8.7,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F65-101,330,深海蓝,787,1092,13.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F63-101,120,环保绿,787,1092,5,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F63-101,220,环保绿,787,1092,9.2,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F63-101,330,环保绿,787,1092,13.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-F64-101,120,烈焰红,787,1092,5,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-F64-101,220,烈焰红,787,1092,9.2,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-330-F64-101,330,烈焰红,787,1092,13.8,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-120-K08-101,120,碳素黑,787,1092,6.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-220-K08-101,220,碳素黑,787,1092,11.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-280-K08-101,280,碳素黑,787,1092,14.1,,,,,,,,,,,
博苒系列,博苒雅彩,A4417-360-K08-101,360,碳素黑,787,1092,18.2,,,,,,,,,,,
博苒系列,博苒竹造,A4422-125-W26S01,125,竹白,787,1092,4.2,,,,,,,,,,,
博苒系列,博苒竹造,A4422-215-W26S01,215,竹白,787,1092,7.2,,,,,,,,,,,
博苒系列,博苒竹造,A4422-330-W26S01,330,竹白,787,1092,11,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-130-W41S01,130,自然白（中粗）,787,1092,4.5,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-130-W42S01,130,自然米（中粗）,787,1092,4.5,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-190-W41S01,190,自然白（中粗）,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-190-W42S01,190,自然米（中粗）,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-290-W41S01,290,自然白（中粗）,787,1092,10,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-290-W42S01,290,自然米（中粗）,787,1092,10,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-360-W41S01,360,自然白（中粗）,787,1092,12.4,,,,,,,,,,,
博苒系列,博苒逸纹,A4418-360-W42S01,360,自然米（中粗）,787,1092,12.4,,,,,,,,,,,
博苒系列,逸纹优印,A4420-155-W42S01,155,米色（中粗）,787,1092,6,,,,,,,,,,,
博苒系列,逸纹优印,A4420-185-W42S01,185,米色（中粗）,787,1092,7.2,,,,,,,,,,,
博苒系列,逸纹优印,A4420-215-W42S01,215,米色（中粗）,787,1092,8.3,,,,,,,,,,,
博苒系列,逸纹优印,A4420-270-W42S01,270,米色（中粗）,787,1092,10.5,,,,,,,,,,,
博苒系列,逸纹优印,A4420-320-W42S01,320,米色（中粗）,787,1092,12.4,,,,,,,,,,,
博苒系列,逸纹优印,A4420-400-W42S01,400,米色（中粗）,787,1092,15.5,,,,,,,,,,,
博苒系列,原野优印,A4421-125-W48S01,125,白色（细纹）,787,1092,4.8,,,,,,,,,,,
博苒系列,原野优印,A4421-155-W48S01,155,白色（细纹）,787,1092,6,,,,,,,,,,,
博苒系列,原野优印,A4421-215-W48S01,215,白色（细纹）,787,1092,8.3,,,,,,,,,,,
博苒系列,原野优印,A4421-280-W48S01,280,白色（细纹）,787,1092,10.8,,,,,,,,,,,
博苒系列,原野优印,A4421-330-W48S01,330,白色（细纹）,787,1092,12.8,,,,,,,,,,,
博苒系列,原野优印,A4421-380-W48S01,380,白色（细纹）,787,1092,14.7,,,,,,,,,,,
博苒系列,博苒再造,A4423-100-W41S-101,100,超白,787,1092,1.9,,,,,,,,,,,
博苒系列,博苒再造,A4423-130-W41S-101,130,超白,787,1092,2.5,,,,,,,,,,,
博苒系列,博苒再造,A4423-190-W41S-101,190,超白,787,1092,3.6,,,,,,,,,,,
博苒系列,博苒再造,A4423-250-W41S-101,250,超白,787,1092,4.7,,,,,,,,,,,
博苒系列,博苒再造,A4423-300-W41S-101,300,超白,787,1092,5.7,,,,,,,,,,,
博苒系列,博苒再造,A4423-350-W41S-101,350,超白,787,1092,6.6,,,,,,,,,,,
博苒系列,博苒原野,A4419-100-W48S01,100,自然白,787,1092,3.4,,,,,,,,,,,
博苒系列,博苒原野,A4419-130-W48S01,130,自然白,787,1092,4.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-W48S01,190,自然白,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-250-W48S01,250,自然白,787,1092,8.6,,,,,,,,,,,
博苒系列,博苒原野,A4419-300-W48S01,300,自然白,787,1092,10.3,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-W48S01,350,自然白,787,1092,12,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-C60S01,110,陶土黄,787,1092,3.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-C60S01,190,陶土黄,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-C60S01,350,陶土黄,787,1092,12,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-C61S01,110,野壤咖,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-C61S01,190,野壤咖,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-C61S01,350,野壤咖,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-H70S01,110,石岚灰,787,1092,4,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-H70S01,190,石岚灰,787,1092,6.9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-H70S01,350,石岚灰,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-H71S01,110,晨雾灰,787,1092,3.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-H71S01,190,晨雾灰,787,1092,6.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-H71S01,350,晨雾灰,787,1092,12,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-G26-1S01,110,原始绿,787,1092,5.2,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-G26-1S01,190,原始绿,787,1092,9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-G26-1S01,350,原始绿,787,1092,16.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-G42S01,110,春茶绿,787,1092,4,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-G42S01,190,春茶绿,787,1092,6.9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-G42S01,350,春茶绿,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-G43S01,110,薄荷绿,787,1092,4,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-G43S01,190,薄荷绿,787,1092,6.9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-G43S01,350,薄荷绿,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-G44S01,110,幽林绿,787,1092,4.3,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-G44S01,190,幽林绿,787,1092,7.3,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-G44S01,350,幽林绿,787,1092,13.5,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-R48S01,110,暮霞粉,787,1092,4,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-R48S01,190,暮霞粉,787,1092,6.9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-R48S01,350,暮霞粉,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-R49S01,110,赭石红,787,1092,4,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-R49S01,190,赭石红,787,1092,6.9,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-R49S01,350,赭石红,787,1092,12.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-R50S01,110,赤原红,787,1092,4.7,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-R50S01,190,赤原红,787,1092,8.2,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-R50S01,350,赤原红,787,1092,15,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-R51S01,110,绛色红,787,1092,5,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-R51S01,190,绛色红,787,1092,8.6,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-R51S01,350,绛色红,787,1092,15.8,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-B10-1S01,110,苍暮蓝,787,1092,4.7,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-B10-1S01,190,苍暮蓝,787,1092,8.2,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-B10-1S01,350,苍暮蓝,787,1092,15,,,,,,,,,,,
博苒系列,博苒原野,A4419-110-K19S01,110,玄影黑,787,1092,4.7,,,,,,,,,,,
博苒系列,博苒原野,A4419-190-K19S01,190,玄影黑,787,1092,8.2,,,,,,,,,,,
博苒系列,博苒原野,A4419-350-K19S01,350,玄影黑,787,1092,15,,,,,,,,,,,
冠族系列,雪纸（烫透）,A5502-140-EP2801,140,白色,787,1092,16,,,,,,,,,,,
冠族系列,雪纸（烫透）,A5502-240-EP2801,240,白色,787,1092,26,,,,,,,,,,,
冠族系列,雪纸（烫透）,A5502-330-EP2801,330,白色,787,1092,35,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-W0704,120,超白,700,1000,8.3,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-W0704,270,超白,700,1000,18.7,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-W0704,360,超白,700,1000,24.9,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-W0804,120,原始白,700,1000,8.3,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-W0804,270,原始白,700,1000,18.7,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-W0804,360,原始白,700,1000,24.9,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-H2804,120,高级灰,700,1000,8.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-H2804,270,高级灰,700,1000,19.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-H2804,360,高级灰,700,1000,26.5,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-H2904,120,烟灰,700,1000,8.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-H2904,270,烟灰,700,1000,19.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-H2904,360,烟灰,700,1000,26.5,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-Y1504,120,天然米,700,1000,8.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-Y1504,270,天然米,700,1000,19.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-Y1504,360,天然米,700,1000,26.5,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-550-Y1504,550,天然米,700,1000,40.4,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-H3004,120,自然棕,700,1000,8.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-H3004,270,自然棕,700,1000,19.8,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-H3004,360,自然棕,700,1000,26.5,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-R1904,120,中国红,700,1000,9.1,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-R1904,270,中国红,700,1000,20.4,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-R1904,360,中国红,700,1000,27.2,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-120-B1904,120,藏青,700,1000,9.1,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-270-B1904,270,藏青,700,1000,20.4,,,,,,,,,,,
冠族系列,冠族·纯棉  100%棉,A5504-360-B1904,360,藏青,700,1000,27.2,,,,,,,,,,,
冠族系列,水洗纸,PS6601-085-W1101,85,水暖白,787,1092,5.7,,,,,,,,,,,
冠族系列,水洗纸,PS6601-105-W1101,105,水暖白,787,1092,7,,,,,,,,,,,
冠族系列,水洗纸,PS6601-145-W1101,145,水暖白,787,1092,9.7,,,,,,,,,,,
冠族系列,水洗纸,PS6601-225-W1101,225,水暖白,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6601-310-W1101,310,水暖白,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6602-145-H4501,145,水烟灰,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6602-225-H4501,225,水烟灰,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6602-310-H4501,310,水烟灰,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6610-145-H5101,145,水雅灰,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6610-225-H5101,225,水雅灰,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6610-310-H5101,310,水雅灰,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6608-145-K1401,145,水墨黑,787,1092,10.5,,,,,,,,,,,
冠族系列,水洗纸,PS6608-225-K1401,225,水墨黑,787,1092,15.7,,,,,,,,,,,
冠族系列,水洗纸,PS6608-310-K1401,310,水墨黑,787,1092,20.8,,,,,,,,,,,
冠族系列,水洗纸,PS6609-145-C3901,145,水榛棕,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6609-225-C3901,225,水榛棕,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6609-310-C3901,310,水榛棕,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6604-145-R3001,145,水柚红,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6604-225-R3001,225,水柚红,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6604-310-R3001,310,水柚红,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6606-145-Y2001,145,水纤黄,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6606-225-Y2001,225,水纤黄,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6606-310-Y2001,310,水纤黄,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6605-145-Y2101,145,水绒绿,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6605-225-Y2101,225,水绒绿,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6605-310-Y2101,310,水绒绿,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6603-145-B2401,145,水韵蓝,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6603-225-B2401,225,水韵蓝,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6603-310-B2401,310,水韵蓝,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6607-145-P0501,145,水暮蓝,787,1092,9.7,,,,,,,,,,,
冠族系列,水洗纸,PS6607-225-P0501,225,水暮蓝,787,1092,15.1,,,,,,,,,,,
冠族系列,水洗纸,PS6607-310-P0501,310,水暮蓝,787,1092,20.8,,,,,,,,,,,
冠族系列,水洗纸,PS6611-145-G3201,145,水松绿,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6611-225-G3201,225,水松绿,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6611-310-G3201,310,水松绿,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6612-145-C5101,145,水棕米,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6612-225-C5101,225,水棕米,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6612-310-C5101,310,水棕米,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸,PS6613-145-R3601,145,水烟粉,787,1092,9.3,,,,,,,,,,,
冠族系列,水洗纸,PS6613-225-R3601,225,水烟粉,787,1092,13.9,,,,,,,,,,,
冠族系列,水洗纸,PS6613-310-R3601,310,水烟粉,787,1092,19.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6601-85-W1101,85,水暖白,787,1092,7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6601-105-W1101,105,水暖白,787,1092,8.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6601-145-W1101,145,水暖白,787,1092,12,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6601-225-W1101,225,水暖白,787,1092,18.6,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6601-310-W1101,310,水暖白,787,1092,25.6,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6608-145-K1401,145,水墨黑,787,1092,13.8,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6608-225-K1401,225,水墨黑,787,1092,21.5,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6608-310-K1401,310,水墨黑,787,1092,29.6,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6604-145-R3001,145,水柚红,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6604-225-R3001,225,水柚红,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6604-310-R3001,310,水柚红,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6606-145-Y2001,145,水纤黄,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6606-225-Y2001,225,水纤黄,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6606-310-Y2001,310,水纤黄,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6605-145-Y2101,145,水绒绿,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6605-225-Y2101,225,水绒绿,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6605-310-Y2101,310,水绒绿,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6603-145-B2401,145,水韵蓝,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6603-225-B2401,225,水韵蓝,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6603-310-B2401,310,水韵蓝,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6607-145-P0501,145,水暮蓝,787,1092,13.5,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6607-225-P0501,225,水暮蓝,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6607-310-P0501,310,水暮蓝,787,1092,28.8,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6611-145-G3201,145,水松绿,787,1092,13.8,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6611-225-G3201,225,水松绿,787,1092,21.5,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6611-310-G3201,310,水松绿,787,1092,29.6,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6612-145-C5101,145,水棕米,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6612-225-C5101,225,水棕米,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6612-310-C5101,310,水棕米,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6613-145-R3601,145,水烟粉,787,1092,12.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6613-225-R3601,225,水烟粉,787,1092,19.7,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6613-310-R3601,310,水烟粉,787,1092,27.2,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6609-145-C3901,145,水榛棕,787,1092,13.5,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6609-225-C3901,225,水榛棕,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6609-310-C3901,310,水榛棕,787,1092,28.8,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6610-145-H5101,145,水雅灰,787,1092,13.5,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6610-225-H5101,225,水雅灰,787,1092,20.9,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6610-310-H5101,310,水雅灰,787,1092,28.8,,,,,,,,,,,
冠族系列,水洗纸/洗后,WPS+6602-145-H4501,145,水烟灰,787,1092,12.7,,,,,,,,,,,
